Time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-05-18 08:00:00,27302.62,27318.63,27217.01,27220.16,1187.68354,1684389599999.0,32392149.7515301,32132.0,532.47739,14522528.4808183,0.0
2023-05-18 09:00:00,27220.16,27250.0,27152.29,27210.88,1481.05219,1684393199999.0,40291319.886018,43475.0,702.78095,19120004.6864465,0.0
2023-05-18 10:00:00,27210.89,27454.14,27200.0,27391.61,2215.54298,1684396799999.0,60549698.3191146,55635.0,1275.16576,34842757.0730583,0.0
2023-05-18 11:00:00,27391.61,27440.01,27346.45,27388.54,1700.75228,1684400399999.0,46594288.3569975,39336.0,862.52801,23628718.9630382,0.0
2023-05-18 12:00:00,27388.53,27430.0,27354.63,27405.0,1177.10188,1684403999999.0,32237660.9495953,30477.0,574.44618,15733330.9007473,0.0
2023-05-18 13:00:00,27405.0,27423.74,27334.02,27347.86,1060.68169,1684407599999.0,29042393.7645764,27241.0,489.41784,13400671.6371862,0.0
2023-05-18 14:00:00,27347.86,27400.0,27342.62,27398.97,994.18461,1684411199999.0,27210275.2261569,26865.0,486.71654,13320538.8357838,0.0
2023-05-18 15:00:00,27398.97,27472.14,27226.33,27237.02,2455.64136,1684414799999.0,67133035.8491791,59233.0,1169.70197,31985561.6269678,0.0
2023-05-18 16:00:00,27237.02,27283.0,27180.17,27257.21,2118.36446,1684418399999.0,57690079.0512927,45700.0,974.20422,26531667.7039316,0.0
2023-05-18 17:00:00,27257.21,27404.51,27021.95,27244.99,3841.20211,1684421999999.0,104571014.625389,77817.0,1945.24361,52963233.2114166,0.0
2023-05-18 18:00:00,27245.0,27300.0,27045.1,27086.77,2964.70782,1684425599999.0,80513566.6941381,59991.0,1345.208,36539659.6198551,0.0
2023-05-18 19:00:00,27086.78,27118.36,26981.56,27069.56,2607.92394,1684429199999.0,70569932.2466981,44238.0,1200.88016,32498416.1971411,0.0
2023-05-18 20:00:00,27069.55,27090.58,26361.2,26488.99,7917.59124,1684432799999.0,211441314.0742136,125967.0,3508.98566,93704906.2672511,0.0
2023-05-18 21:00:00,26489.0,26653.4,26409.77,26617.62,4334.33737,1684436399999.0,115134447.3007666,76089.0,2026.38359,53832509.3911118,0.0
2023-05-18 22:00:00,26617.62,26847.99,26572.71,26734.01,2789.36175,1684439999999.0,74520916.8748953,54538.0,1490.63346,39823452.5278789,0.0
2023-05-18 23:00:00,26734.01,26771.53,26691.2,26720.63,1111.68683,1684443599999.0,29722112.3745519,26832.0,532.46237,14236339.2290354,0.0
2023-05-19 00:00:00,26720.63,27065.27,26720.63,26917.24,2155.55537,1684447199999.0,57985021.7493324,45355.0,1178.08675,31691930.0244712,0.0
2023-05-19 01:00:00,26917.24,26948.14,26843.93,26891.75,792.82654,1684450799999.0,21324289.7089025,25777.0,360.15944,9687134.3585222,0.0
2023-05-19 02:00:00,26891.74,26894.92,26817.48,26821.28,694.80735,1684454399999.0,18658815.9902494,20009.0,287.55694,7721878.2270028,0.0
2023-05-19 03:00:00,26821.28,26929.04,26799.28,26885.47,858.88397,1684457999999.0,23069418.2847155,27589.0,416.24407,11179885.9582757,0.0
2023-05-19 04:00:00,26885.47,26914.64,26749.33,26809.99,971.75973,1684461599999.0,26057292.0512452,24138.0,369.63191,9911488.7429803,0.0
2023-05-19 05:00:00,26810.0,26849.21,26762.77,26802.05,768.22407,1684465199999.0,20593863.4836524,19117.0,323.28569,8665456.2840415,0.0
2023-05-19 06:00:00,26802.05,26874.59,26769.35,26834.73,686.05386,1684468799999.0,18409963.3160484,25580.0,291.76387,7829943.5727248,0.0
2023-05-19 07:00:00,26834.73,26876.25,26812.03,26875.0,567.94706,1684472399999.0,15242217.086018,23254.0,236.22955,6340491.0130759,0.0
2023-05-19 08:00:00,26874.99,26888.82,26827.28,26876.45,613.86669,1684475999999.0,16491107.0093344,22956.0,255.16904,6854892.4459688,0.0
2023-05-19 09:00:00,26876.44,26938.49,26866.05,26902.72,1116.97452,1684479599999.0,30053110.0742411,29565.0,493.72736,13284411.8022207,0.0
2023-05-19 10:00:00,26902.72,26960.24,26844.04,26851.38,1597.05942,1684483199999.0,42957711.7035962,45848.0,641.227,17246690.8987366,0.0
2023-05-19 11:00:00,26851.39,26926.61,26834.32,26886.52,844.68404,1684486799999.0,22710172.8621504,32346.0,395.1349,10623836.8051828,0.0
2023-05-19 12:00:00,26886.53,26906.73,26819.0,26842.18,911.71229,1684490399999.0,24479780.2667033,29008.0,376.76767,10115845.6608614,0.0
2023-05-19 13:00:00,26842.18,26876.66,26790.72,26823.08,1055.88297,1684493999999.0,28336353.3105057,26307.0,495.82322,13306575.4073282,0.0
2023-05-19 14:00:00,26823.08,26878.88,26798.54,26855.89,1023.64289,1684497599999.0,27472395.2563453,26380.0,479.91112,12879720.1041856,0.0
2023-05-19 15:00:00,26855.9,26988.2,26855.89,26909.94,1400.69728,1684501199999.0,37716837.529006,34733.0,715.0459,19254702.6321847,0.0
2023-05-19 16:00:00,26909.93,26955.0,26843.2,26865.46,1042.98471,1684504799999.0,28060912.27897,30288.0,521.83769,14039512.8880856,0.0
2023-05-19 17:00:00,26865.47,26865.47,26762.31,26835.33,1409.69993,1684508399999.0,37793829.6874854,37052.0,622.06696,16676609.2892431,0.0
2023-05-19 18:00:00,26835.34,27183.6,26630.0,26883.65,6876.15325,1684511999999.0,185051084.9987078,124301.0,3519.84869,94724659.0648597,0.0
2023-05-19 19:00:00,26883.65,26961.34,26801.56,26837.72,1752.64044,1684515599999.0,47123005.7601158,39232.0,854.06644,22964421.6505704,0.0
2023-05-19 20:00:00,26837.73,26973.56,26825.0,26919.17,1328.47539,1684519199999.0,35747290.5901385,35088.0,668.2243,17981418.9965656,0.0
2023-05-19 21:00:00,26919.16,26937.62,26872.83,26890.8,910.10451,1684522799999.0,24485888.1658005,26681.0,487.05918,13103962.6136187,0.0
2023-05-19 22:00:00,26890.8,26890.81,26780.73,26834.46,1018.50532,1684526399999.0,27329282.779903,28862.0,464.08044,12452131.6435758,0.0
2023-05-19 23:00:00,26834.47,26875.81,26807.73,26831.04,599.06929,1684529999999.0,16079441.0931515,19378.0,286.71293,7694954.1173589,0.0
2023-05-20 00:00:00,26831.03,26906.13,26826.57,26906.12,556.46863,1684533599999.0,14951556.7970363,19529.0,305.53001,8208641.6077998,0.0
2023-05-20 01:00:00,26906.13,26921.21,26862.18,26871.15,454.80868,1684537199999.0,12226813.2696878,15341.0,213.64668,5743317.5642699,0.0
2023-05-20 02:00:00,26871.15,26900.0,26864.03,26880.26,387.8365,1684540799999.0,10425429.5087463,13722.0,189.2135,5086126.6233662,0.0
2023-05-20 03:00:00,26880.26,26908.42,26825.11,26845.71,564.98609,1684544399999.0,15177016.5508133,24339.0,257.26718,6910765.8439378,0.0
2023-05-20 04:00:00,26845.71,26885.86,26845.54,26858.98,270.6386,1684547999999.0,7269188.2851347,14041.0,137.13224,3683198.873151,0.0
2023-05-20 05:00:00,26858.98,26870.05,26832.36,26839.63,327.99884,1684551599999.0,8807418.0502562,12311.0,138.3565,3715217.2937026,0.0
2023-05-20 06:00:00,26839.63,26874.74,26839.62,26865.58,318.51343,1684555199999.0,8554463.7202358,16334.0,171.26475,4599586.798729,0.0
2023-05-20 07:00:00,26865.59,26873.63,26851.11,26873.63,337.53628,1684558799999.0,9066916.4681615,15527.0,147.76932,3969283.1430658,0.0
2023-05-20 08:00:00,26873.62,26873.63,26840.0,26869.36,358.13357,1684562399999.0,9620014.3470438,18345.0,148.14926,3979400.4081054,0.0
2023-05-20 09:00:00,26869.36,26870.0,26835.1,26854.04,530.4636,1684565999999.0,14245683.7033797,22696.0,224.68766,6034278.1214918,0.0
2023-05-20 10:00:00,26854.05,26857.21,26840.0,26854.98,338.19574,1684569599999.0,9080215.6260083,17655.0,145.04893,3894423.2083436,0.0
2023-05-20 11:00:00,26854.98,26917.38,26854.97,26908.98,465.98316,1684573199999.0,12526303.3083029,21982.0,242.42907,6516630.1877767,0.0
2023-05-20 12:00:00,26908.99,26913.53,26869.96,26880.31,566.81186,1684576799999.0,15242099.109749,16715.0,237.47429,6385290.0218246,0.0
2023-05-20 13:00:00,26880.31,26902.68,26874.88,26887.08,424.02931,1684580399999.0,11401611.0248433,15376.0,196.90731,5294328.1429415,0.0
2023-05-20 14:00:00,26887.08,26904.11,26871.78,26880.06,379.04245,1684583999999.0,10190208.8822311,16624.0,148.51699,3992595.0507009,0.0
2023-05-20 15:00:00,26880.05,26945.66,26880.05,26895.77,656.69076,1684587599999.0,17671460.2675025,21444.0,324.81498,8740252.0744175,0.0
2023-05-20 16:00:00,26895.77,26916.76,26875.51,26889.11,627.69597,1684591199999.0,16879731.4311156,18321.0,263.69739,7090867.904507,0.0
2023-05-20 17:00:00,26889.12,26928.23,26889.11,26920.01,540.29829,1684594799999.0,14538702.3916297,17237.0,290.4342,7815301.8819512,0.0
2023-05-20 18:00:00,26920.02,26976.0,26891.6,26945.66,767.49336,1684598399999.0,20672468.1401042,24256.0,387.08918,10427169.8795129,0.0
2023-05-20 19:00:00,26945.67,26948.19,26913.25,26918.46,424.56655,1684601999999.0,11434273.5908522,15913.0,188.70015,5082210.1039801,0.0
2023-05-20 20:00:00,26918.46,27146.22,26917.69,27139.45,1493.95747,1684605599999.0,40399075.9520126,36276.0,863.11345,23339936.4067676,0.0
2023-05-20 21:00:00,27139.46,27150.0,27027.14,27029.05,2061.90664,1684609199999.0,55874817.2065791,38785.0,918.39827,24893211.5884915,0.0
2023-05-20 22:00:00,27029.04,27073.61,26969.55,27063.03,940.38514,1684612799999.0,25421064.809211,28404.0,434.5342,11746163.9809565,0.0
2023-05-20 23:00:00,27063.04,27091.95,27004.16,27011.29,575.07562,1684616399999.0,15553878.8289072,21254.0,243.79553,6593650.1428149,0.0
2023-05-21 00:00:00,27011.29,27055.69,26967.18,27033.03,580.97902,1684619999999.0,15690752.0677416,18053.0,260.85851,7044735.5332264,0.0
2023-05-21 01:00:00,27033.02,27068.06,27011.31,27067.32,314.66996,1684623599999.0,8509317.0729242,14255.0,149.07814,4031281.0055378,0.0
2023-05-21 02:00:00,27067.31,27129.36,27045.73,27102.43,568.49547,1684627199999.0,15398972.9104274,15239.0,250.42618,6783147.0382293,0.0
2023-05-21 03:00:00,27102.42,27277.55,27063.09,27237.75,1460.27722,1684630799999.0,39703477.7372824,32973.0,733.12108,19934829.7716019,0.0
2023-05-21 04:00:00,27237.76,27257.19,27150.95,27158.79,820.46066,1684634399999.0,22319652.8447731,20849.0,359.92185,9790842.4557055,0.0
2023-05-21 05:00:00,27158.79,27191.04,27145.59,27168.54,544.77241,1684637999999.0,14800056.380301,15834.0,262.35711,7127870.9397407,0.0
2023-05-21 06:00:00,27168.53,27191.1,27156.6,27176.22,367.38889,1684641599999.0,9982480.4623376,18654.0,163.72142,4448488.6941954,0.0
2023-05-21 07:00:00,27176.22,27176.22,27118.0,27129.32,462.73225,1684645199999.0,12565739.1329084,16080.0,183.96387,4995565.2045717,0.0
2023-05-21 08:00:00,27129.32,27138.34,27089.74,27098.85,668.41698,1684648799999.0,18123694.6505308,15642.0,304.01727,8242668.5733738,0.0
2023-05-21 09:00:00,27098.84,27103.0,27065.01,27083.85,484.56662,1684652399999.0,13124436.496148,14516.0,171.16074,4636105.6452347,0.0
2023-05-21 10:00:00,27083.85,27083.86,27047.88,27054.99,573.34622,1684655999999.0,15517985.5151498,17506.0,227.56839,6158973.7465387,0.0
2023-05-21 11:00:00,27055.0,27072.67,27025.74,27042.87,503.95228,1684659599999.0,13630319.0383963,16949.0,227.69486,6158294.171591,0.0
2023-05-21 12:00:00,27042.88,27077.22,27030.0,27077.21,486.32887,1684663199999.0,13156435.7729625,15940.0,226.80208,6135705.5605409,0.0
2023-05-21 13:00:00,27077.22,27085.81,26890.39,26955.0,1582.39716,1684666799999.0,42662597.821384,34561.0,684.7795,18457415.1878268,0.0
2023-05-21 14:00:00,26954.99,26955.0,26776.23,26829.94,2524.77054,1684670399999.0,67846201.3389884,43754.0,1029.49724,27665131.1257807,0.0
2023-05-21 15:00:00,26829.93,26949.82,26803.58,26930.01,1672.18181,1684673999999.0,44911111.7238778,33072.0,869.52637,23354198.537955,0.0
2023-05-21 16:00:00,26930.0,26935.79,26888.07,26890.69,637.30013,1684677599999.0,17153464.0323012,20416.0,270.5815,7282890.2615921,0.0
2023-05-21 17:00:00,26890.69,26972.21,26881.0,26898.32,850.35544,1684681199999.0,22902287.2914433,25840.0,451.36017,12154998.5279541,0.0
2023-05-21 18:00:00,26898.32,26977.0,26811.0,26898.97,1138.95152,1684684799999.0,30627134.0404268,35298.0,508.73042,13680183.9146724,0.0
2023-05-21 19:00:00,26898.97,26916.81,26851.65,26886.43,707.36867,1684688399999.0,19018491.231565,27275.0,346.67571,9319718.2350908,0.0
2023-05-21 20:00:00,26886.42,26933.33,26832.98,26871.55,831.38138,1684691999999.0,22349611.1809886,28189.0,400.91397,10777440.8119911,0.0
2023-05-21 21:00:00,26871.55,26894.75,26846.38,26872.28,608.30466,1684695599999.0,16343420.076365,20464.0,280.61482,7538844.2643803,0.0
2023-05-21 22:00:00,26872.27,26916.99,26855.8,26902.12,632.57797,1684699199999.0,17005511.2521562,19279.0,361.73945,9724337.2281192,0.0
2023-05-21 23:00:00,26902.13,26926.29,26820.0,26845.8,714.82489,1684702799999.0,19213278.434647,19707.0,369.79553,9938148.1360453,0.0
2023-05-22 00:00:00,26845.79,26846.65,26666.03,26745.15,2132.48646,1684706399999.0,57016942.6954152,43650.0,918.95845,24566551.843103,0.0
2023-05-22 01:00:00,26745.15,26794.81,26731.42,26754.81,515.25099,1684709999999.0,13792769.9167512,16219.0,269.07554,7202413.047026,0.0
2023-05-22 02:00:00,26754.82,26804.63,26726.15,26747.78,427.47877,1684713599999.0,11446471.2123426,16270.0,232.86225,6235231.4474364,0.0
2023-05-22 03:00:00,26747.78,26779.54,26549.29,26656.11,1814.57122,1684717199999.0,48337252.6141766,46881.0,801.14651,21339136.2585683,0.0
2023-05-22 04:00:00,26656.1,26688.23,26560.0,26584.17,1348.4227,1684720799999.0,35907026.8827058,32441.0,688.42802,18331497.3959258,0.0
2023-05-22 05:00:00,26584.17,26666.04,26538.21,26649.67,1427.40856,1684724399999.0,37988444.3733216,30076.0,727.93809,19369559.9790963,0.0
2023-05-22 06:00:00,26649.67,26675.69,26635.77,26644.8,627.38681,1684727999999.0,16722725.6441424,17462.0,279.59981,7452393.3451732,0.0
2023-05-22 07:00:00,26644.8,26728.79,26643.12,26691.67,767.58316,1684731599999.0,20482175.056497,19350.0,368.19535,9824572.6670646,0.0
2023-05-22 08:00:00,26691.66,26800.0,26691.66,26756.09,941.74353,1684735199999.0,25190048.0809176,23882.0,464.83481,12433156.6361326,0.0
2023-05-22 09:00:00,26756.08,26913.14,26751.46,26821.69,1452.87038,1684738799999.0,39004217.0421784,40960.0,722.28504,19389012.311086,0.0
2023-05-22 10:00:00,26821.68,26875.77,26795.03,26843.13,857.76414,1684742399999.0,23021925.6903946,24643.0,371.34484,9966427.1881903,0.0
2023-05-22 11:00:00,26843.12,26900.0,26826.62,26826.62,694.36389,1684745999999.0,18654877.2294788,22546.0,301.75837,8106974.6643158,0.0
2023-05-22 12:00:00,26826.62,26887.62,26824.66,26862.57,601.11258,1684749599999.0,16143981.5364285,22037.0,312.33213,8388192.5824249,0.0
2023-05-22 13:00:00,26862.56,26875.56,26795.75,26831.77,661.21279,1684753199999.0,17742034.4625193,23872.0,285.39541,7657617.2374102,0.0
2023-05-22 14:00:00,26831.77,26834.12,26767.34,26826.78,668.56744,1684756799999.0,17916363.5760161,22028.0,318.75162,8541583.8274191,0.0
2023-05-22 15:00:00,26826.79,26866.0,26731.0,26731.6,971.3034,1684760399999.0,26027313.1798729,30664.0,411.33548,11023380.3074054,0.0
2023-05-22 16:00:00,26731.61,27099.89,26702.91,27007.0,3265.09349,1684763999999.0,87986577.966044,74474.0,1783.83775,48070160.200672,0.0
2023-05-22 17:00:00,27007.01,27041.34,26769.49,26957.28,2749.7847,1684767599999.0,74002834.513946,67514.0,1358.07542,36542254.3893464,0.0
2023-05-22 18:00:00,26957.27,26977.23,26811.73,26877.18,1426.88984,1684771199999.0,38357319.7892107,38909.0,610.69629,16413278.4524835,0.0
2023-05-22 19:00:00,26877.17,26925.1,26835.65,26873.16,1066.53729,1684774799999.0,28665467.6891301,29443.0,446.89886,12010717.9871461,0.0
2023-05-22 20:00:00,26873.16,26896.87,26781.99,26850.16,1296.73483,1684778399999.0,34789465.9377947,34142.0,597.42596,16027721.1423539,0.0
2023-05-22 21:00:00,26850.16,26930.0,26836.44,26880.19,901.94161,1684781999999.0,24249318.9079389,24555.0,460.963,12394113.9148923,0.0
2023-05-22 22:00:00,26880.19,26889.96,26819.1,26862.43,883.21086,1684785599999.0,23714114.5679758,24488.0,362.52126,9733366.944857,0.0
2023-05-22 23:00:00,26862.43,26934.93,26833.21,26895.13,525.7812,1684789199999.0,14131132.6579737,18637.0,262.18469,7047631.2409012,0.0
2023-05-23 00:00:00,26895.14,26959.52,26880.44,26900.52,576.12171,1684792799999.0,15508021.7824896,19373.0,273.96232,7374083.3650604,0.0
2023-05-23 01:00:00,26900.52,26913.78,26872.02,26872.03,371.218,1684796399999.0,9981620.4948789,14356.0,149.32934,4015212.7632627,0.0
2023-05-23 02:00:00,26872.02,26883.17,26834.45,26849.27,561.21415,1684799999999.0,15070737.0482424,14378.0,280.43888,7530731.6584939,0.0
2023-05-23 03:00:00,26849.28,26936.58,26798.11,26822.33,824.15766,1684803599999.0,22147635.9152043,23466.0,353.69477,9505320.8851698,0.0
2023-05-23 04:00:00,26822.34,27110.0,26803.36,26994.98,3103.48337,1684807199999.0,83775278.5522005,55087.0,1781.22657,48080322.8899421,0.0
2023-05-23 05:00:00,26994.98,27173.53,26994.97,27128.42,2379.27506,1684810799999.0,64389941.9156824,37393.0,1302.86439,35262435.1924942,0.0
2023-05-23 06:00:00,27128.41,27442.03,27115.2,27366.67,5427.82964,1684814399999.0,148236290.9441354,91938.0,2998.72789,81888886.9759025,0.0
2023-05-23 07:00:00,27366.67,27435.34,27338.35,27381.65,3187.08987,1684817999999.0,87267323.401994,55550.0,1525.34438,41764346.0236698,0.0
2023-05-23 08:00:00,27381.64,27495.83,27366.69,27387.49,2396.74337,1684821599999.0,65701571.879056,42901.0,1233.26455,33808264.8933632,0.0
2023-05-23 09:00:00,27387.5,27426.52,27278.18,27292.49,2210.67511,1684825199999.0,60443307.9722866,45947.0,1028.31467,28114562.9440704,0.0
2023-05-23 10:00:00,27292.5,27324.28,27205.01,27304.4,1584.70412,1684828799999.0,43230221.5653654,40772.0,754.79175,20591086.7479393,0.0
2023-05-23 11:00:00,27304.4,27337.0,27250.32,27334.52,1097.53462,1684832399999.0,29955768.5050674,26630.0,508.15023,13870288.344324,0.0
